# Fonte: Wikidata SPARQL (P31=comune italiano Q747074, P635=codice ISTAT, P625=coordinata)
# Licenza: CC0 1.0 (Wikidata) - https://www.wikidata.org/wiki/Wikidata:Licensing
# Data di scarico: 2026-08-18
# Rigenerazione: npx tsx scripts/fetch-wikidata-territorial.ts
istat_code,latitude,longitude
003122,45.650000,8.383333
003131,45.466667,8.716667
103005,46.000380,8.588220
003104,45.366667,8.666667
003082,45.750000,8.483333
003068,45.483333,8.700000
003022,45.764900,8.446000
103008,45.900000,8.500000
003019,45.683333,8.416667
003079,45.683333,8.333333
003116,45.830895,8.406299
003070,45.727571,8.409192
110007,41.300000,16.066667
003058,45.668927,8.457060
110008,40.966667,16.083333
003060,45.666667,8.600000
003154,45.666667,8.633333
003135,45.450000,8.550000
003043,45.716667,8.633333
103009,45.966667,8.583333
003120,45.759444,8.383333
003140,45.741111,8.410556
003091,45.633333,8.633333
003115,45.800000,8.383333
103007,45.984722,8.146111
003049,45.400000,8.783333
003032,45.500000,8.650000
003024,45.700000,8.466667
003052,45.716667,8.566667
003158,45.350000,8.666667
003100,45.583333,8.550000
003141,45.400000,8.716667
003093,45.816667,8.533333
103010,45.844429,8.577853
110005,41.366667,16.150000
003088,45.683333,8.433333
103013,45.845278,8.533611
003095,45.788773,8.538827
003045,45.616667,8.483333
103004,45.808333,8.357778
003027,45.551944,8.458611
003119,45.794167,8.512778
003139,45.583333,8.433333
003083,45.500000,8.416667
003041,45.400000,8.466667
003144,45.383333,8.700000
003159,45.483333,8.466667
103006,46.266667,8.316667
003143,45.633333,8.533333
003040,45.358362,8.523935
003030,45.516667,8.583333
003069,45.400000,8.666667
103014,46.003390,8.169089
003164,45.316667,8.516667
103012,46.126111,8.200000
003134,45.433333,8.416667
110004,41.216667,16.066667
003108,45.600000,8.633333
003149,45.433333,8.733333
003121,45.650000,8.633333
003051,45.790530,8.497370
003036,45.533333,8.433333
003037,45.433333,8.466667
003129,45.466667,8.433333
003047,45.662222,8.395556
110003,41.240933,16.502061
003098,45.800000,8.433333
066035,41.766389,13.943611
066012,42.024722,13.862222
066066,42.050430,13.991510
023097,45.372778,11.130278
066020,41.973611,13.400000
066096,42.064167,13.340000
066075,42.099167,13.874722
066061,41.777778,13.830000
066054,42.108333,13.395278
066073,42.320610,13.540360
066031,42.131111,13.728611
066016,42.558840,13.367990
023086,45.609440,10.687390
023074,45.566667,11.116667
066028,41.784222,14.108524
066051,41.961311,13.468508
066068,41.805000,13.789722
066044,42.292730,13.487790
066007,41.809820,13.559800
047011,43.882778,10.771111
066071,41.975556,13.959722
066021,42.520410,13.301220
066062,42.050278,13.039528
066014,42.327500,13.698056
066045,42.127500,13.700833
066065,42.138056,13.516944
066052,42.291944,13.338889
066069,42.026389,13.658889
047016,43.840833,10.747500
066033,42.061944,13.602500
066011,41.922222,13.758611
066083,41.934444,13.977778
023039,45.466667,11.183333
066008,42.451389,13.283056
066041,42.124722,13.842500
066034,41.886667,13.472500
066059,42.286160,13.475180
066029,41.990000,13.335278
066048,42.008333,13.899167
066095,42.373889,13.255833
066090,42.288389,13.524438
066040,42.222778,13.780278
066063,41.998333,13.728889
066027,42.116111,13.743611
066056,42.522778,13.248611
066009,42.325278,13.593333
065062,40.166667,15.400000
066058,42.237210,13.729610
066082,42.205833,13.520278
066022,42.251667,13.673889
066023,42.007500,13.280833
066097,42.153889,13.681667
066037,42.033889,13.775833
066026,42.365440,13.725920
066085,42.007600,13.623810
066030,42.312222,13.688056
066081,42.237222,13.490000
066013,42.458333,13.228889
066087,42.290556,13.556111
066017,41.941667,13.413333
066079,42.123889,13.888889
066050,41.934722,13.687778
066043,42.230556,13.606667
066055,42.150000,13.736389
066053,42.092500,13.364722
066046,41.958889,13.690833
066057,41.865278,13.457778
066070,41.887222,14.066389
066047,42.081667,13.775833
079122,38.718236,16.390234
066019,42.269444,13.766667
066084,41.846647,14.078528
023087,45.516667,11.166667
066010,41.756944,13.993333
066072,42.436030,13.298860
066018,42.005278,14.012778
066036,41.916944,13.427778
066091,42.342664,13.645967
079118,38.623611,16.529167
066025,42.098820,13.088560
066092,41.844520,13.535660
066039,41.887778,13.585833
066038,42.060000,13.626667
066060,42.326667,13.759722
066064,41.956111,13.646667
066015,42.011111,14.040278
066032,42.084306,13.547750
066074,42.278889,13.609167
066078,41.871111,14.067500
066042,42.254444,13.575278
066088,42.287222,13.658611
066094,41.748333,14.040278
066024,42.300278,13.685556
066067,42.060556,13.097444
066086,42.185278,13.771667
066076,42.060278,13.835556
066093,41.902642,13.879894
066089,42.104444,13.201389
066077,42.103333,13.815556
066080,42.027222,13.068611
063050,40.933333,14.533333
063037,40.733333,13.950000
063034,40.928346,14.201085
063022,40.698793,14.540358
063084,40.785278,14.395278
063070,40.841220,14.370830
043008,43.131700,13.265889
063081,40.816667,14.566667
063061,40.761100,14.019300
063059,40.819722,14.341111
063008,40.775000,14.475000
063014,40.555556,14.240278
063069,40.916667,14.550000
063001,40.950000,14.366667
063023,40.900000,14.300000
063046,40.641667,14.416667
030006,46.233333,13.150000
063090,40.716667,14.516667
063017,40.916667,14.350000
063004,40.551389,14.216667
063088,40.923800,14.582370
063006,40.800000,14.083333
063020,40.933333,14.250000
063091,40.766667,14.433333
063068,40.833333,14.500000
063012,40.908999,14.175137
043005,42.993400,13.228800
063052,40.866667,14.550000
063042,40.927996,14.432978
063073,40.943129,14.236799
109039,43.004361,13.445619
063019,40.750000,13.916667
063055,40.800000,14.550000
063072,40.866667,14.400000
063026,40.866667,14.350000
063016,40.936190,14.299250
109040,43.183969,13.611000
063029,40.950000,14.550000
063075,40.933333,14.483333
063002,40.916667,14.316667
063087,40.916667,14.200000
063080,40.627778,14.373611
063038,40.750000,13.883333
063013,40.950000,14.533333
063051,40.850000,14.477500
063005,40.915278,14.268056
063083,40.756944,14.444444
063033,40.955556,14.270833
017198,46.238889,10.398056
063065,40.966667,14.566667
063079,40.872500,14.436944
063086,40.666667,14.433333
063021,40.898144,14.276222
063041,40.897630,14.190370
063010,40.922370,14.423860
063045,40.916667,14.233333
063063,40.883333,14.133333
063082,40.800000,14.500000
063054,40.673611,14.512500
043007,43.133333,13.066667
063031,40.733333,13.850000
063028,40.946138,14.522042
063039,40.700000,14.550000
063043,40.933333,14.450000
063011,40.950000,14.300000
063044,40.616667,14.350000
063007,40.716667,13.916667
063036,40.935734,14.260355
063048,40.909360,14.209840
063077,40.916667,14.483333
063030,40.950000,14.283333
063009,40.783333,14.466667
063089,40.883333,14.333333
063067,40.833333,14.333333
063015,40.873488,14.576173
063057,40.916667,14.400000
063047,40.800000,14.050000
063060,40.823056,14.122222
063062,40.916667,14.150000
063027,40.966667,14.533333
063032,40.941667,14.272222
063071,40.629420,14.399570
043009,43.209100,13.054600
063076,40.916667,14.516667
063064,40.806792,14.352608
063056,40.855833,14.382778
063035,40.695720,14.515450
063074,40.721806,14.543603
043004,43.164169,13.237464
063092,40.842399,14.390534
063066,40.866667,14.533333
063018,40.931910,14.553240
063025,40.918270,14.411663
043006,43.138169,13.225139
043002,43.393064,13.130269
063085,40.950000,14.566667
022118,46.376826,11.659351
063040,40.900000,14.566667
063053,40.633333,14.411111
006051,44.982222,8.565556
006002,44.703333,9.067222
006005,44.726944,8.451667
006059,45.122222,8.215000
006014,44.626111,8.662222
006075,44.838056,8.682500
006010,44.804167,8.966389
006058,44.843611,8.931389
006093,44.519722,8.299167
006035,44.659167,8.832500
006034,44.620833,9.175833
006032,44.808056,8.901667
006082,45.061389,8.567500
006067,44.755278,9.155000
006073,45.134722,8.535278
006019,44.837222,8.539722
006044,44.602500,8.564444
006092,44.645000,8.426111
006053,44.981389,8.882222
006033,44.677202,8.606409
006076,44.963611,8.431111
006009,44.692500,8.881667
006048,44.627222,8.394722
006096,45.025278,8.894722
006043,44.750833,8.528889
006086,45.014722,8.852500
006037,44.835833,8.626111
006057,45.086850,8.318170
006074,44.783889,8.687222
006024,44.813889,9.041389
006023,45.070833,8.607500
006041,44.828347,9.005811
006049,44.685556,8.705000
006045,44.799444,8.931389
006088,44.636944,8.716389
006055,44.631389,8.455278
006040,44.913889,8.983333
006050,45.075000,8.241111
006020,45.092590,8.523730
006001,44.676111,8.468611
006087,45.031111,8.851111
006036,44.591111,8.421667
006061,45.021389,8.455000
032001,45.770371,13.648628
006099,45.154760,8.161422
006071,44.826449,8.532245
006079,44.781389,8.998889
006083,44.797222,9.107778
006046,44.906944,8.948889
006066,44.767500,9.051389
006094,45.036389,8.524167
006026,45.018611,8.430833
006047,44.846111,8.578333
006085,44.697500,8.966389
006081,44.688611,8.810278
032004,45.622500,13.857778
006007,44.994444,8.376944
006016,44.878333,8.952500
006031,44.829722,8.472500
006004,45.049444,8.209444
006011,45.184444,8.404444
006098,44.839444,9.035278
006029,44.728869,8.690356
006077,45.157778,8.196389
006062,44.816430,8.926872
004025,44.333333,7.483333
006013,45.002222,8.731944
006065,44.599722,8.334167
006095,44.618645,8.600550
006012,44.769722,8.705833
006052,44.743611,8.549722
006018,44.730278,8.944444
006191,44.767778,8.866111
006069,44.591944,8.879444
006022,44.650833,8.793889
006063,44.636944,8.586389
006068,44.900278,8.436944
006078,44.810000,8.542778
006025,44.674722,9.096667
006070,44.735556,8.732222
006038,44.634444,8.731389
006015,44.828333,8.455833
006030,44.850000,8.870833
006027,45.161111,8.291667
006054,44.807222,8.584167
006060,45.149167,8.371944
032005,45.733333,13.750000
004024,44.616667,8.133333
032003,45.600000,13.766667
006097,45.133889,8.251389
006091,44.869649,8.407741
006056,45.075000,8.392500
006028,44.716667,9.046111
006072,45.032778,8.388611
006008,45.018889,8.881667
006021,44.826389,8.678333
006017,44.661111,8.371389
006090,44.560300,8.414200
006084,44.631389,8.493611
023012,45.250000,11.133333
026038,45.840881,12.352000
013185,46.049444,9.225556
023079,45.633333,10.733333
013139,45.918407,9.245014
027041,45.683333,12.716667
013202,45.650000,9.033333
043011,43.109019,13.258369
024100,45.711111,11.355556
013119,45.883333,9.133333
013143,45.700000,9.183333
013245,45.783333,9.016667
027015,45.647500,12.512300
013227,45.658333,9.000000
027020,45.554328,12.299382
026039,45.816667,11.983333
013206,45.808500,9.049000
013113,46.000000,9.233333
013197,45.824900,8.916300
013223,45.850000,9.116667
026065,45.916667,12.200000
023008,45.233333,11.400000
013129,45.791113,9.122235
013095,45.816667,9.216667
013192,45.830565,9.252916
013110,45.771179,9.058451
026087,45.916300,12.014165
026062,45.766667,12.200000
013131,45.690556,8.930833
026050,45.821641,12.206734
013135,45.761031,9.043500
023093,45.566667,11.233333
026069,45.624600,12.376600
023090,45.600000,11.100000
013165,45.783333,8.966667
026071,45.686700,12.381500
026023,45.832222,12.008056
013161,45.916667,9.166667
013195,45.866667,9.250000
027040,45.816667,12.883333
024008,45.520278,11.339722
013232,45.816667,8.933333
013186,45.883333,9.150000
024052,45.383333,11.383333
013242,45.733333,9.066667
013138,45.766667,9.000000
026084,45.972500,12.233889
013084,45.733333,9.100000
013211,45.926245,9.103091
013153,45.783333,9.233333
024076,45.908302,11.312832
027043,45.385250,12.007360
013099,45.816667,8.966667
013106,46.133333,9.250000
013130,46.166667,9.300000
013126,45.950000,9.200000
013145,46.016667,9.233333
013246,45.900000,9.183333
013249,46.150000,9.300000
013178,46.179631,9.277363
013234,46.033333,9.050000
013154,45.783333,9.050000
013170,45.783333,9.183333
027019,45.533110,12.644750
013123,45.883333,9.266667
024073,45.733333,11.683333
013169,45.756389,8.976667
013187,45.995573,9.113054
013155,46.178210,9.374530
023034,45.673611,10.860833
026021,45.887222,12.296944
027039,45.410843,12.034697
013152,45.860500,9.097200
043010,42.894619,13.153311
013218,46.138790,9.275240
013216,46.172222,9.381389
024110,45.566667,11.366667
013188,45.828731,9.220982
013183,46.102900,9.276500
027034,45.763611,12.995278
027027,45.666667,12.533333
027036,45.733333,12.683333
013121,45.761139,9.245758
013128,45.683333,8.983333
023078,45.633333,10.950000
024053,45.750000,11.533333
027005,45.600261,12.887575
013238,45.716667,8.983333
013102,45.742126,9.055518
013137,45.700000,8.983333
013212,45.761083,9.100987
027009,45.833333,12.783333
024111,45.650000,11.300000
027037,45.571944,12.108889
013107,46.166667,9.366667
013222,45.800000,9.150000
024101,45.816721,11.718170
024051,45.483333,11.616667
023031,45.600000,10.850000
030107,46.465366,12.708717
043020,43.239081,13.067800
065016,40.822600,14.705700
065011,40.636900,14.607540
065044,40.616667,14.566667
065028,40.183333,15.116667
030108,46.159444,13.533333
065020,40.783333,14.833333
065030,40.500000,15.233333
065071,40.234167,14.983889
065022,40.666610,15.106380
065087,40.339010,15.656340
065059,40.083333,15.566667
043012,43.374150,13.216356
065013,40.750000,14.780000
043022,43.166261,13.416100
065074,40.366667,15.200000
043021,43.066944,13.338056
065024,40.250000,15.300000
065042,40.350000,15.133333
065064,40.283333,15.066667
065029,40.166667,15.550000
065003,40.483333,15.116667
043003,43.364131,13.346419
065078,40.750000,14.633333
065043,40.733333,15.283333
065032,40.217889,15.177111
065084,40.250599,15.102096
065057,40.283333,15.216667
065034,40.783333,14.700000
065039,40.066667,15.316667
065048,40.433333,15.383333
065017,40.633333,15.383333
065066,40.648611,14.638889
065009,40.150000,15.183333
065002,40.346900,14.996550
065023,40.300000,15.300000
065067,40.783128,14.734761
065007,40.743056,14.569444
065052,40.766667,14.800000
065058,40.390337,15.093025
065092,40.297710,15.147660
065025,40.416667,15.083333
065056,40.716667,14.933333
065010,40.450000,15.550000
065076,40.283333,15.700000
065046,40.633333,15.233333
065050,40.616944,15.056389
065054,40.151667,15.322222
065088,40.741667,14.616667
065001,40.750000,15.050000
065081,40.350000,15.050000
065038,40.100000,15.400000
065063,40.786190,15.307910
065060,40.300000,15.033333
065086,40.466667,15.316667
065008,40.443910,15.253850
043017,43.035900,13.156200
065018,40.266667,15.616667
065035,40.416667,15.233333
065005,40.533333,15.133333
065021,40.033033,15.369928
065083,40.689444,15.231111
043014,43.164000,13.357000
065158,40.616667,14.950000
065047,40.716667,14.600000
065014,40.616667,14.983333
065053,40.621389,14.549444
043016,43.251350,12.945889
043015,43.248219,13.507531
065015,40.422220,15.312190
065091,40.281035,15.005281
065080,40.216667,15.283333
065033,40.816667,15.316667
065061,40.333333,15.333333
065068,40.652690,14.624950
065004,40.177458,15.424597
065075,40.350000,15.533333
065051,40.366667,15.250000
065006,40.633333,14.602778
065049,40.166667,15.316667
065027,40.150000,15.616667
065019,40.566667,15.500000
065040,40.200000,15.250000
065085,40.300000,15.166667
065055,40.716667,14.900000
065041,40.650000,14.700000
065070,40.162008,15.366667
065090,40.733333,14.766667
065077,40.139583,15.555083
065026,40.215278,15.688800
065012,40.561111,15.424444
065089,40.666667,15.300000
065073,40.700000,14.983333
043019,43.188489,12.931689
065045,40.516667,15.200000
065065,40.350000,15.233333
065069,40.247100,15.268860
065079,40.741667,14.672222
065036,40.733333,14.850000
007029,45.704444,7.883889
029015,45.043562,11.906600
007028,45.650000,7.866667
007032,45.833333,7.833333
018007,44.833333,9.116667
029048,45.066667,11.900000
007026,45.821500,7.230400
028085,45.370269,11.983989
014048,46.133333,9.416667
007030,45.783333,7.300000
007035,45.689967,7.187622
007042,45.633333,7.850000
012057,45.760325,8.764526
007038,45.715556,7.273611
012032,45.644281,8.772481
012055,45.839940,8.746810
018098,44.906362,9.126903
007073,45.666560,7.689110
007046,45.850000,7.316667
007051,45.733333,7.583333
007022,45.783333,6.966667
007044,45.750000,7.033333
007018,45.616667,7.616667
007067,45.801628,7.570307
013041,45.733333,9.133333
029017,45.000000,12.083333
007024,45.816667,7.300000
090068,40.575250,8.727389
029023,44.981745,11.691316
028015,45.300000,11.992500
007025,45.716667,7.700000
007040,45.746917,7.072667
007036,45.683333,7.850000
007053,45.763889,6.985833
007052,45.600000,7.800000
007069,45.833333,7.333333
028084,45.133333,11.650000
007017,45.683333,7.650000
029026,45.021847,11.914427
007009,45.616667,7.750000
007065,45.750000,7.650000
014047,46.083333,9.550000
012074,45.883333,8.683333
007060,45.731460,7.448200
007039,45.816667,7.616667
029011,45.016667,11.533333
018044,45.250000,8.666667
018005,45.084157,9.385766
018011,45.098183,9.088542
007062,45.816667,7.216667
014040,46.250000,10.250000
007013,45.716667,7.733333
007004,45.644300,7.722200
014044,46.183333,9.900000
109018,43.233219,13.632200
007037,45.650000,7.683333
007072,45.766667,7.533333
028092,45.333333,11.733333
007014,45.683333,7.700000
007045,45.807232,7.487912
012106,45.750000,8.750000
028083,45.183333,11.716667
007027,45.736013,7.494370
014003,46.116667,9.466667
007057,45.783333,7.316667
012103,45.974722,8.768333
007063,45.710000,7.226000
007023,45.600000,7.766667
029003,45.016667,11.733333
007020,45.750000,7.616667
007047,45.850000,7.383333
007016,45.833333,7.616667
014053,46.166667,9.783333
063058,40.750000,14.500000
007012,45.766667,7.733333
018019,45.266566,9.217951
007059,45.750000,7.550000
029019,44.983333,11.883333
028049,45.116667,11.500000
029043,45.033333,11.583333
007043,45.700000,7.683333
007061,45.716667,7.166667
007015,45.744526,7.549854
029002,44.946084,12.124922
007049,45.728000,7.357000
007048,45.616667,7.816667
007019,45.716667,7.316667
007034,45.616667,7.733333
029024,45.033333,11.650000
007058,45.750000,7.350000
018116,45.036505,9.048212
007008,45.701200,7.240300
007005,45.703056,7.166667
007002,45.800000,7.600000
007074,45.702436,7.207592
007006,45.708700,7.140500
007041,45.716000,6.950000
007050,45.607614,7.686379
007031,45.716667,7.283333
007033,45.783333,7.816667
079133,38.950000,16.650000
016004,45.760556,9.796944
079151,38.783333,16.466667
030126,46.200000,13.150000
079142,38.783333,16.516667
079020,39.050000,16.450000
079004,38.933333,16.466667
079131,38.916667,16.516667
030124,46.283333,13.083333
030136,46.461796,13.026040
079059,38.816667,16.433333
030135,45.900000,13.350000
030110,46.396631,12.848019
079089,38.750000,16.450000
079074,39.075556,16.231111
079114,38.850000,16.350000
030118,46.133333,13.216667
030120,45.800000,13.333333
079017,38.883333,16.483333
079072,38.933333,16.500000
079143,38.764280,16.539320
079099,39.000000,16.316667
079043,39.050000,16.350000
030123,45.816667,13.283333
030113,46.250000,13.333333
079056,38.741408,16.502132
079110,39.059541,16.182334
079146,39.016667,16.583333
079025,38.733333,16.433333
030131,46.330310,13.138250
030128,45.950000,13.333333
079129,38.970903,16.401728
030116,46.216667,13.216667
030133,46.414096,12.920748
079033,39.066667,16.283333
030112,46.512002,12.990757
079063,38.600000,16.516667
030132,46.385147,12.987202
030109,46.013889,12.974722
079071,39.033333,16.833333
079160,38.966667,16.300000
079061,38.500000,16.500000
079147,38.950000,16.500000
079108,38.849524,16.516801
079115,39.000000,16.466667
030111,46.126944,13.577222
079126,38.983333,16.633333
079095,39.072019,16.739248
079048,38.961111,16.388333
079068,39.016667,16.633333
079117,38.533333,16.516667
079009,39.016667,16.783333
079011,38.826189,16.508800
079073,39.083333,16.250000
079157,39.000000,16.666667
030127,46.160500,13.212800
079018,38.650000,16.383333
079092,38.983333,16.583333
079047,39.000000,16.166667
079083,39.078477,16.300282
079003,38.800000,16.450000
079096,38.950000,16.383333
079024,38.716667,16.416667
030122,46.133333,13.433333
030114,45.933333,13.116667
079134,39.016667,16.566667
079069,38.850000,16.366667
079087,39.033333,16.150000
079080,38.750000,16.516667
079148,38.633333,16.366667
079116,38.633333,16.483333
079052,39.000000,16.583333
079008,38.566667,16.533333
079058,38.966667,16.533333
079036,38.966667,16.783333
079060,38.983333,16.200000
079138,39.083333,16.366667
030121,46.400000,13.016667
079012,38.933333,16.850000
079127,38.916667,16.750000
079065,38.850000,16.383333
079123,38.666667,16.466667
079029,38.683333,16.400000
079055,38.683333,16.466667
079094,38.700000,16.466667
079137,38.683333,16.550000
079139,38.950000,16.683333
079007,38.683333,16.433333
079130,39.016667,16.733333
035026,44.966667,10.683333
079027,39.016667,16.750000
079005,39.016667,16.766667
079034,38.839600,16.410000
030130,45.883333,12.983333
079030,39.022190,16.486100
079081,38.716667,16.500000
079042,38.650000,16.483333
079077,38.963398,16.460891
079039,38.826667,16.313889
079088,38.733333,16.416667
048050,43.783333,10.916667
043025,43.185900,13.480800
043027,42.992919,13.001069
043024,43.256586,13.009594
012104,45.850000,8.633333
085007,37.066667,14.250000
018083,45.122000,8.797300
018187,45.050000,9.333333
018076,45.177260,8.992420
014008,46.183333,10.100000
014028,46.150000,9.900000
018043,45.257083,9.249583
025063,46.417356,12.331983
108031,45.628611,9.444167
018127,45.283333,9.083333
014065,46.166667,10.066667
018077,45.200000,9.383333
014002,46.150000,9.850000
018139,45.157560,9.399760
014055,46.100000,9.550000
012047,45.752770,8.811001
012097,45.950100,8.832200
012134,45.776900,8.886900
012027,45.966667,8.833333
012089,45.710251,8.880962
012013,45.850000,8.666667
012081,45.950000,8.783333
018182,44.992500,9.009167
025003,46.406637,12.021464
018022,45.133333,8.633333
027012,45.424880,12.075810
012100,45.916667,8.783333
023077,45.520890,10.836180
025001,46.282222,12.034444
018121,44.950000,9.033333
014020,46.170821,9.989355
108054,45.678444,9.121889
012129,46.083333,8.733333
012098,45.628889,8.898056
018054,45.066667,8.966667
018057,45.010556,9.162500
025043,46.253889,12.023889
018147,45.132266,8.901689
108051,45.616667,9.466667
014043,46.300000,9.383333
018111,45.020380,9.230550
018096,44.971390,9.285490
018109,45.282602,8.750845
013189,46.033333,9.133333
108019,45.630694,9.145639
018167,45.150000,8.866667
018081,45.166667,9.266667
012116,45.800000,8.566667
018164,45.216667,8.866667
025065,46.500445,12.472621
018090,45.060278,8.850000
012019,45.900000,8.683333
018144,45.246111,8.644444
012102,45.947000,8.758900
025033,46.484572,12.443341
012031,45.883333,8.650000
014076,46.250000,10.233333
012099,45.937079,8.860830
018021,44.733333,9.283333
012114,45.961300,8.681500
018047,45.061944,9.016944
025011,46.083333,11.983333
012007,45.883333,8.700000
018049,45.039114,9.248065
012044,45.713720,8.861610
014005,46.166667,9.650000
012141,45.874800,8.633400
012037,45.900000,8.700000
025062,46.373430,11.929560
108012,45.550833,9.301111
018142,44.736460,9.243589
014078,46.200000,10.133333
018123,45.291389,8.592222
018016,44.966667,9.150000
018099,45.116667,9.516667
012052,45.866667,8.933333
018155,44.962887,9.097398
018108,45.075278,9.051667
018145,45.113789,9.370925
012125,45.766667,8.616667
012001,46.034900,8.771600
018087,45.247967,9.295054
014068,46.231976,10.263823
014038,46.233333,10.233333
025049,46.383333,11.983333
025019,46.358439,11.872381
018006,45.116667,9.466667
018119,45.116667,9.150000
108014,45.655977,9.319646
018105,45.000000,9.183333
014025,46.161290,9.600640
018004,45.183333,9.266667
012117,45.877234,8.924620
018003,45.291993,8.706428
018101,45.016667,9.200000
018050,45.316667,8.750000
018161,45.016667,9.166667
018073,44.900000,9.050000
108044,45.650000,9.350000
048025,43.852520,11.597546
048044,43.783333,11.100000
048015,43.800000,11.300000
065143,40.559667,15.307000
065109,40.216667,15.433333
065110,40.628056,15.458056
065144,40.233333,15.100000
065128,40.450000,15.350000
065097,40.517100,15.497950
065126,40.433333,15.466667
065139,40.250000,15.016667
065104,40.650000,14.616667
065123,40.233333,15.050000
065154,40.233333,15.266667
024038,45.635606,11.548540
065114,40.400000,15.600000
065124,40.116667,15.283333
024032,45.785600,11.426900
065140,40.582510,15.185550
048043,43.833333,11.200000
048012,43.547778,11.041111
048041,43.754444,11.189444
065105,40.666667,15.483333
048019,43.733333,10.800000
065148,40.116667,15.633333
065129,40.466667,15.483333
065113,40.378889,15.378333
048027,43.553333,10.911667
048011,43.761700,10.877100
048030,43.650000,11.083333
048031,44.116667,11.550000
065152,40.400000,15.116667
027007,45.683333,12.633333
048002,44.000000,11.233333
048010,43.610833,10.970000
065117,40.590900,15.458760
065156,40.100000,15.583333
065147,40.316667,15.050000
065133,40.250000,15.550000
048039,43.916667,11.616667
065119,40.050000,15.433333
065122,40.769703,14.594661
048038,43.656944,11.185833
065134,40.066667,15.633333
048020,43.533333,10.950000
048013,43.900000,11.533333
048049,43.933333,11.466667
065112,40.300000,15.066667
065101,40.566667,15.233333
065096,40.116667,15.233333
065111,40.400000,15.350000
048018,44.119680,11.381850
048035,43.683333,11.533333
065095,40.350000,15.383333
065153,40.344722,15.369167
048046,43.907222,11.281667
048026,44.083333,11.616667
065108,40.761667,14.693333
048021,43.583333,11.316667
065150,40.133333,15.600000
065098,40.183333,15.066667
065107,40.116667,15.433333
048032,43.773889,11.504722
065125,40.456389,15.483056
065146,40.383333,15.533333
065142,40.802500,14.694444
065141,40.266667,15.083333
048033,43.775000,11.437500
065118,40.716667,14.866667
065145,40.310200,15.251530
048001,43.750000,11.316667
065135,40.816667,14.616667
065130,40.740278,14.594444
065155,40.738210,15.269460
065131,40.812350,15.343566
065138,40.653610,14.607780
065151,40.694260,14.639880
065157,40.672222,14.727778
048005,43.856667,11.163611
065149,40.133333,15.466667
065100,40.627778,14.481944
065115,40.249600,15.190900
065099,40.650000,14.883333
065103,40.333333,15.066667
048006,43.825556,11.133333
065136,40.340300,15.565550
065106,40.433333,15.200000
065120,40.650000,15.400000
048004,43.955480,11.385610
048008,43.750000,10.983333
048028,43.733333,11.016667
048036,43.723700,11.450700
065102,40.611111,14.533333
048024,43.766667,11.100000
065127,40.097080,15.523270
065132,40.791090,14.603330
048022,43.685425,11.254394
048037,43.816667,11.483333
065121,40.700000,14.833333
093047,46.197900,12.870000
039013,44.450000,11.816667
093040,46.034110,12.678460
093015,46.266667,12.516667
076092,40.033333,15.766667
039012,44.416667,11.916667
093044,46.111389,12.901667
093038,46.050000,12.866667
031025,45.866667,13.433333
093024,46.216667,12.733333
039016,44.376450,12.033350
093037,45.954120,12.502740
039010,44.285556,11.883333
039001,44.506111,12.041111
093035,45.816667,12.683333
039009,44.383333,11.933333
093034,45.894444,12.588611
093045,46.316667,12.800000
031015,45.883333,13.433333
093008,46.050000,12.533333
031005,45.900000,13.516667
031022,45.916667,13.583333
093041,45.915278,12.855556
039003,44.383333,11.833333
076093,40.583333,15.983333
031002,45.950000,13.466667
039018,44.366667,11.850000
093051,45.966667,12.766667
093007,45.900000,12.533333
039011,44.466667,11.950000
093031,46.033333,12.500000
031016,45.833333,13.500000
093002,46.150000,12.783333
031023,45.800000,13.500000
093004,46.066667,12.583333
093030,46.183056,12.945278
031019,45.983333,13.583333
093021,45.933333,12.733333
093032,45.966667,12.616667
031012,45.800000,13.533333
093016,46.233333,12.916667
031017,45.879632,13.514439
076097,39.966667,16.083333
030004,45.766667,13.366667
030001,45.866667,13.366667
093012,46.200000,12.766667
031021,45.850000,13.466667
039006,44.316667,11.800000
039002,44.416862,11.976063
030002,46.375000,13.096389
076096,40.600000,15.500000
031001,45.947549,13.511374
031024,45.821463,13.444422
076094,40.675147,15.896061
093014,46.283333,12.433333
031014,45.937900,13.553200
039008,44.516667,11.833333
093049,46.233333,12.933333
093018,45.850000,12.883333
093042,46.166667,12.833333
093019,46.274427,12.372088
031008,45.883333,13.500000
093022,45.966667,12.566667
031004,46.033333,13.483333
076098,40.333333,15.900000
093027,46.166667,12.666667
093011,46.200198,12.903523
076095,40.966667,15.816667
093005,45.883333,12.716667
031011,45.916667,13.416667
093050,46.076560,12.779120
093006,46.191700,12.559900
039015,44.283333,11.733333
093039,46.016667,12.866667
093043,45.850000,12.816667
093009,45.966667,12.450000
093025,46.166667,12.716667
093010,45.950000,12.850000
093046,46.283333,12.800000
093001,46.200000,12.616667
030003,46.417086,12.790274
093026,46.216667,12.800000
031018,45.800000,13.466667
031009,45.683333,13.400000
031010,45.916667,13.466667
030005,46.472380,13.026675
093017,45.983333,12.700000
031006,45.866667,13.483333
031013,45.933333,13.500000
093036,46.016667,12.616667
039005,44.216667,11.616667
039007,44.250000,12.366667
076091,40.316667,15.783333
093052,46.147100,12.696200
093020,46.183333,12.750000
039004,44.216667,11.766667
093029,45.850000,12.633333
